Model,Epoch,Train MSE,Test MSE,Train RMSE,Test RMSE,Train MAE,Test MAE,Train R2,Test R2
RNNNet,1,0.020004406571388245,0.02202959544956684,0.1414369349617993,0.1484237024520236,0.07763940840959549,0.08644486218690872,0.9800044298171997,0.9847919344902039
RNNNet,2,0.01805456168949604,0.019303152337670326,0.1343672642033618,0.13893578494279407,0.07782695442438126,0.08425962924957275,0.9819533824920654,0.9866741299629211
RNNNet,3,0.01847412995994091,0.020836282521486282,0.13591957165890758,0.14434778322331895,0.07396510988473892,0.09557195752859116,0.9815340042114258,0.9856157302856445
RNNNet,4,0.014754974283277988,0.015258719213306904,0.12147005508880775,0.12352618837034883,0.060945238918066025,0.07019539922475815,0.9852515459060669,0.9894661903381348
RNNNet,5,0.015070064924657345,0.015095270238816738,0.1227601927526075,0.12286281064185671,0.05988756939768791,0.06794994324445724,0.9849365949630737,0.9895790219306946
RNNNet,6,0.01650472916662693,0.017936022952198982,0.12847073272394352,0.13392543803250742,0.06372290104627609,0.07920122891664505,0.9835025668144226,0.9876179099082947
RNNNet,7,0.014426262117922306,0.015407138504087925,0.1201093756453771,0.12412549498023331,0.061514951288700104,0.07115785032510757,0.9855800867080688,0.9893637299537659
RNNNet,8,0.012851858511567116,0.012776954099535942,0.11336603773426641,0.11303518965143529,0.05135741084814072,0.058772820979356766,0.9871538281440735,0.9911794662475586
RNNNet,9,0.01386956125497818,0.01514504011720419,0.1177691014442166,0.12306518645500111,0.05754045769572258,0.07071083039045334,0.9861365556716919,0.989544689655304
RNNNet,10,0.013686245307326317,0.014235342852771282,0.11698822721678587,0.11931195603446991,0.06565388292074203,0.06952367722988129,0.9863197803497314,0.9901726841926575
RNNNet,11,0.014902781695127487,0.01778164505958557,0.12207694989279298,0.13334783485150994,0.06567199528217316,0.08060944080352783,0.9851037859916687,0.9877244830131531
RNNNet,12,0.013727925717830658,0.015401997603476048,0.11716623113265467,0.12410478477269136,0.06089191883802414,0.07449080049991608,0.9862781167030334,0.9893672466278076
RNNNet,13,0.013232878409326077,0.014562512747943401,0.1150342488536613,0.12067523668070182,0.06304565072059631,0.07284440100193024,0.9867729544639587,0.9899467825889587
RNNNet,14,0.01569991745054722,0.017852040007710457,0.12529931145280576,0.13361152647773492,0.0739554613828659,0.08915166556835175,0.9843069911003113,0.9876759052276611
RNNNet,15,0.012109193950891495,0.012912889942526817,0.11004178275042392,0.1136348975558425,0.055454764515161514,0.06372906267642975,0.9878961443901062,0.9910856485366821
