Model,Epoch,Train MSE,Test MSE,Train RMSE,Test RMSE,Train MAE,Test MAE,Train R2,Test R2
RNNNet,1,0.042532097548246384,0.08902152627706528,0.20623311457728213,0.2983647537445824,0.1194748803973198,0.23742948472499847,0.9575241804122925,0.9636747241020203
RNNNet,2,0.02708316408097744,0.04940848797559738,0.16456963292472107,0.22228020149261468,0.09228801727294922,0.1791810691356659,0.972952663898468,0.9798388481140137
RNNNet,3,0.022792883217334747,0.03921530395746231,0.15097312084385997,0.19802854328975486,0.08470471203327179,0.16672176122665405,0.9772372841835022,0.98399817943573
RNNNet,4,0.01907857321202755,0.05510552600026131,0.13812520845967094,0.23474566236729766,0.07278921455144882,0.1740560233592987,0.9809466600418091,0.9775141477584839
RNNNet,5,0.018768228590488434,0.032322902232408524,0.1369971846078905,0.17978571198070364,0.0775575190782547,0.1407807320356369,0.9812566041946411,0.9868106245994568
RNNNet,6,0.016369609162211418,0.028578396886587143,0.1279437734405681,0.16905146224326822,0.06158056482672691,0.12876223027706146,0.9836520552635193,0.9883385896682739
RNNNet,7,0.018414530903100967,0.030554385855793953,0.1357001507114158,0.17479812886811447,0.07337129861116409,0.1348000317811966,0.9816098213195801,0.9875322580337524
RNNNet,8,0.01997775211930275,0.02276243083178997,0.14134267621388363,0.15087223346855436,0.08094829320907593,0.11936875432729721,0.9800487160682678,0.9907117486000061
RNNNet,9,0.018624205142259598,0.04687243327498436,0.13647052847505062,0.2165004232674485,0.07779960334300995,0.18032167851924896,0.9814004302024841,0.9808736443519592
RNNNet,10,0.01634073071181774,0.04104679077863693,0.12783086760175627,0.20260007595910948,0.06882166117429733,0.1525002121925354,0.9836809039115906,0.9832508563995361
